athleteId,schoolYear,sport,grade,nRaces,best800,best1500,best3000,best5000,bestAny
237615,2008,xc,9,9,,,,1212.7,1212.7
237616,2008,xc,12,6,,,,1234,848
237617,2008,xc,10,8,,,,1278,886
237617,2010,xc,12,7,,,,1245.3,1245.3
237618,2008,xc,9,8,,,,1278.7,857
237619,2008,xc,9,9,,,,1266,850
237620,2008,xc,9,9,,,,1319.4,877
237620,2008,tfo,9,3,160.8,333.6,,,68.2
237620,2010,xc,11,6,,,,1219.6,1219.6
237621,2008,xc,9,7,,,,1227.9,833
237621,2008,tfo,9,2,,,,,13.24
237622,2008,xc,9,9,,,,1194,1194
237622,2008,tfo,9,2,,,,,13.04
237623,2008,xc,11,8,,,,1118.7,1118.7
237624,2008,xc,,1,,,,,1140
237625,2008,xc,10,9,,,,1577,1043
237626,2008,xc,9,9,,,,1359.6,981
237626,2008,tfo,9,4,165.7,,,,32.44
237626,2009,xc,10,10,,,784,1303,784
237626,2009,tfo,10,4,171.9,349.1,784.49,,71.7
237626,2010,xc,11,8,,,,1309.1,1309.1
237626,2010,tfo,11,3,169.34,330.1,735.65,,169.34
237626,2011,xc,12,9,,,,1236,1236
237627,2008,xc,9,7,,,,1231,856
237627,2008,tfo,9,4,157.4,308.4,,,68.9
237627,2009,xc,10,6,,,693,1178,693
237627,2009,tfo,10,3,145.4,299.4,,,67.8
237627,2010,xc,11,6,,,,1068,1068
237627,2011,xc,12,7,,,,1093,1093
237629,2008,xc,12,7,,,,1360,1360
237630,2008,xc,11,8,,,,1212.9,851
237630,2009,xc,12,8,,,717,1207,717
237630,2009,tfo,12,4,,325.32,681.9,,72
237631,2008,xc,12,7,,,,1389.3,968
238522,2008,xc,9,9,,,,1441,958
238522,2008,tfo,9,4,160,327.3,744.6,,71.6
238522,2009,xc,10,9,,,839,1365,839
238522,2009,tfo,10,4,181.3,360.19,823.5,,77
238522,2010,xc,11,7,,,,1459,929.1
238522,2010,tfo,11,4,170,357.1,808.88,,72
238523,2008,xc,9,5,,,,1344,991
240401,2008,xc,11,4,,,,1689.7,1154
242661,2008,xc,11,9,,,,1428,926
242662,2008,xc,9,9,,,,1322.5,960
242662,2009,xc,10,4,,,838,1400.9,838
242662,2010,xc,11,5,,,,1458,1458
242663,2008,xc,9,4,,,,1434.4,986
242663,2008,tfo,9,1,,,,,71.2
242663,2010,tfo,11,1,,,,,32.29
244113,2008,xc,10,6,,,,1552,1218
244984,2008,xc,9,9,,,,1192,815
252810,2008,xc,12,4,,,,1747,1747
252810,2008,tfo,12,1,,,,,16.94
256404,2008,xc,11,6,,,,1330.4,848.8
256404,2009,xc,12,3,,,,1428,1428
257177,2008,xc,9,8,,,,1273.6,1273.6
288854,2008,tfo,12,2,,,,,17.76
288945,2008,tfo,12,1,,,,,12.64
288952,2008,tfo,11,3,,,,,12.84
288961,2009,xc,11,9,,,897,1413,897
288961,2009,tfo,11,2,,,,,14.63
288961,2010,xc,12,4,,,,1446.6,1446.6
288963,2008,tfo,10,2,,,,,16.34
288969,2008,tfo,10,1,,,,,16.14
288973,2009,tfo,11,1,,,,,79
288973,2010,tfo,12,1,,,,,31.89
288975,2008,tfo,10,1,,,,,59.6
288975,2009,tfo,11,1,,,,,60.5
288975,2010,tfo,12,1,,,,,61.9
288994,2008,tfo,9,4,,,,,12.44
288994,2009,tfo,10,4,,,,,11.29
288994,2010,tfo,11,4,,,,,11.25
288994,2011,tfo,12,5,122.2,,,,11.74
288996,2008,tfo,9,2,,,,,13.02
288996,2009,tfo,10,2,,,,,12.46
288996,2010,xc,11,5,,,,1144.5,1144.5
288996,2010,tfo,11,3,143.57,289.2,,,59
288998,2008,tfo,9,6,150,301.1,671.5,,28.84
288998,2009,tfo,10,3,142.84,301.73,,,62.2
288998,2010,tfo,11,4,132.6,276.3,,,57.9
288998,2011,tfo,12,5,131.4,264.95,,,57
289000,2008,tfo,9,4,160.1,301.4,637.1,,69.4
289000,2009,tfo,10,4,149.5,292.82,625.45,,63
289000,2010,xc,11,8,,,,1092,1092
289000,2010,tfo,11,3,150.86,285.7,607.5,,150.86
289000,2011,xc,12,8,,,,1032,1032
289000,2011,tfo,12,3,,272.52,577.58,,75
289002,2008,tfo,9,5,159.1,309.86,677.9,,69.5
289002,2009,tfo,10,4,,312.8,680.68,,66.7
289002,2010,tfo,11,5,156.63,310.4,682.72,,69.2
289002,2011,tfo,12,5,161.3,315.66,680.81,,74.2
289003,2008,tfo,9,6,156.4,,,,15.34
289003,2009,xc,10,10,,,728,1206,728
289003,2009,tfo,10,4,145.52,315.7,,,66.1
289003,2010,xc,11,9,,,,1178.1,1178.1
289003,2010,tfo,11,5,142.12,310,672.75,,62.3
289003,2011,xc,12,9,,,,1175,1175
289004,2008,tfo,9,3,,,,,13.04
289004,2009,tfo,10,2,,,,,12.81
289006,2008,tfo,9,3,,,,,12.84
289006,2009,tfo,10,2,,,,,11.86
289006,2010,tfo,11,2,,,,,11.82
289006,2011,tfo,12,2,,,,,11.86
289007,2008,tfo,9,2,,,,,15.57
289008,2008,tfo,9,2,,,,,12.74
289008,2009,tfo,10,2,,,,,12.12
289008,2010,tfo,11,2,,,,,12.12
289011,2008,tfo,9,3,134.9,279.1,,,59.8
289011,2009,xc,10,10,,,639,1059.7,639
289011,2009,tfo,10,3,127.28,269.76,,,56.6
289011,2010,xc,11,8,,,,1017,1017
289011,2010,tfo,11,4,125.11,277.93,,,56
289011,2011,xc,12,8,,,,1077,1077
289012,2008,tfo,9,2,,,,,26.44
289012,2009,tfo,10,2,,,,,55.25
289012,2010,tfo,11,3,,,,,23.95
289012,2011,tfo,12,2,,,,,50.41
289013,2008,tfo,9,3,,,,,12.41
289013,2009,tfo,10,3,,,,,12.24
289937,2009,tfo,11,1,,,,,27.01
289938,2008,tfo,10,3,,,,,25.54
289978,2008,tfo,9,1,,,,,12.66
289980,2008,tfo,9,5,180.3,337.84,716.5,,20.81
289980,2009,tfo,10,6,168.75,302.44,629.47,,19.64
289980,2010,tfo,11,9,147.39,333,749.5,,19.22
289980,2011,tfo,12,7,164.5,316.56,,,18.48
289982,2008,tfo,9,3,,,,,30.74
289984,2008,tfo,9,2,,,,,12.59
289984,2009,tfo,10,1,,,,,11.99
291073,2008,tfo,9,1,,,,,15.34
295969,2008,tfo,9,1,,,,,15.34
295970,2008,tfo,9,4,,,,,14.84
295970,2009,tfo,10,2,,,,,64.4
295971,2009,tfo,10,1,,,,,73
295971,2010,xc,11,7,,,,1523.6,1523.6
295973,2008,tfo,9,3,,,,,30.94
295973,2009,tfo,10,1,,,,,68.1
295973,2011,xc,12,9,,,,1293,891
295973,2011,tfo,12,1,,,,,74
295974,2008,tfo,9,2,,,,,15.99
295977,2008,tfo,9,2,,,,,13.94
295977,2009,tfo,10,2,,,,,14.37
295979,2008,tfo,9,2,,,,,15.77
295979,2009,tfo,10,2,,,,,15.18
295981,2008,tfo,9,4,,,,,13.45
295981,2009,tfo,10,3,,,,,26.74
295981,2010,tfo,11,3,,,,,27.17
295995,2010,tfo,12,1,,,,,13.58
299988,2008,tfo,10,4,150.14,,,,65.5
299988,2009,tfo,11,4,148.8,330.3,,,69.1
299996,2008,tfo,9,2,,,,,28.94
299999,2008,tfo,9,1,,,,,68.9
300005,2008,tfo,9,1,,,,,15
300005,2009,tfo,10,2,,,,,14.7
302873,2008,tfo,9,3,,,,,12.76
302873,2009,tfo,10,4,,,,,12.75
304030,2008,tfo,11,3,,,,,26.76
304039,2009,tfo,12,2,,,,,12.04
320948,2008,tfo,9,4,128.6,272.3,,,58
320948,2009,xc,10,10,,,594,1015,594
320948,2009,tfo,10,5,129.8,263.47,570.06,,57
320948,2010,xc,11,5,,,,991.7,991.7
320948,2011,xc,12,7,,,,1100,1100
327434,2008,tfo,9,3,126.1,,,,54
327434,2009,tfo,10,4,129.09,,,,52.9
327434,2010,tfo,11,4,,,,,11.6
432849,2008,tfo,9,2,,,,,15.34
516220,2009,xc,10,10,,,869,1415,869
516220,2010,xc,11,7,,,,1328,1328
516220,2011,xc,12,9,,,,1292,1292
516220,2011,tfo,12,4,,348.92,763.68,,75.6
516222,2009,xc,9,8,,,888,1385,888
516222,2010,xc,10,5,,,,1489.6,1021
516222,2011,xc,11,6,,,,1508,970
516223,2009,xc,11,7,,,1025,1693,1025
516225,2009,xc,11,2,,,961,,936.2
516225,2010,xc,12,3,,,,1550.3,1550.3
516226,2009,xc,9,9,,,1001,1472,1001
516227,2009,xc,9,5,,,,1158,770.4
516227,2010,xc,10,5,,,,1192.9,1192.9
516227,2011,xc,11,8,,,,1161,1161
516228,2009,xc,9,9,,,732,1213,732
516228,2010,xc,10,7,,,,1188,1188
516228,2011,xc,11,8,,,,1139,1139
516228,2012,xc,12,9,,,,1118,769
516229,2009,xc,9,9,,,733,1214,733
516230,2009,xc,9,9,,,716,1093,716
516230,2009,tfo,9,3,,277.47,608,,61.8
516230,2010,xc,10,9,,,,997.6,997.6
516230,2010,tfo,10,3,,276.25,575.5,,276.25
516230,2011,xc,11,9,,,,968,968
516230,2012,xc,12,10,,,,964,650
516231,2009,xc,12,9,,,652,1073,652
516232,2009,xc,9,9,,,663,1119,663
516232,2010,xc,10,8,,,,1075.2,1075.2
516232,2011,xc,11,8,,,,1095,1095
516234,2009,xc,9,8,,,752,1197,752
516234,2010,xc,10,8,,,,1275,1275
516234,2011,xc,11,8,,,,1268,877
516238,2009,xc,10,8,,,786,1217,786
516238,2010,xc,11,7,,,,1180.3,1180.3
516241,2009,xc,12,9,,,756,1251.3,756
516452,2009,xc,9,9,,,862,1355,862
516452,2010,xc,10,1,,,,1554,1554
516453,2009,xc,9,8,,,701,1186,701
516453,2009,tfo,9,3,,,,,26.24
516453,2010,xc,10,3,,,,1213,1213
516453,2010,tfo,10,3,,,,,25.4
516453,2011,xc,11,8,,,,1118,1118
516453,2011,tfo,11,3,,,,,25.34
516453,2012,xc,12,7,,,,1128,741
516621,2009,xc,10,9,,,867,1492,867
516621,2010,xc,11,8,,,,1458.7,930.5
516623,2009,xc,11,6,,,975,1542,975
517077,2009,xc,10,10,,,748,1223,748
517077,2009,tfo,10,4,174.9,338.99,727.01,,79.3
517077,2010,xc,11,8,,,,1280,1280
517077,2010,tfo,11,3,176.33,343.5,721.1,,176.33
517077,2011,xc,12,8,,,,1261,1261
517904,2009,xc,11,5,,,816,1507,816
520093,2009,xc,12,1,,,753,,753
533047,2009,xc,12,6,,,,1364,950.4
533055,2009,xc,9,4,,,,1547,990.5
534703,2009,xc,12,5,,,,1153,768.5
544588,2009,xc,9,3,,,,1345,1345
544588,2010,xc,10,5,,,,1248.5,762
747791,2009,tfo,9,1,,,,,55.1
747791,2010,tfo,10,1,,,,,55.1
747791,2011,tfo,11,1,,,,,53
747795,2009,tfo,9,2,,,,,67.47
747795,2010,tfo,10,2,,,,,68
747795,2011,tfo,11,1,,,,,68.5
747796,2009,tfo,9,2,,,,,13.81
747796,2010,tfo,10,2,,,,,13.45
747796,2011,tfo,11,2,,,,,13.78
747797,2009,tfo,9,4,136.17,296.7,693.2,,63.1
747797,2010,xc,10,8,,,,1092.3,1092.3
747797,2010,tfo,10,4,132.66,292.4,652.6,,60.5
747797,2011,xc,11,9,,,,1128,1128
747797,2011,tfo,11,5,142.11,304,695.48,,61.1
747797,2012,xc,12,7,,,,1150,762
747797,2012,tfo,12,4,134.39,311,,,58.2
747798,2009,tfo,9,2,,,,,12.19
747799,2010,xc,10,6,,,,1677.8,1003
747802,2009,tfo,9,2,,,,,13.78
747803,2009,tfo,9,2,,,,,70.4
747803,2010,tfo,10,2,,,,,15.43
747803,2011,tfo,11,2,,,,,15.84
747805,2009,tfo,9,2,,,,,12.54
747805,2010,tfo,10,2,,,,,12.31
747806,2011,tfo,11,2,,,,,12.14
747807,2009,tfo,9,2,,,,,12.34
747807,2010,tfo,10,1,,,,,12.04
747808,2009,tfo,9,3,,,,,28.43
747808,2010,tfo,10,2,,,,,63.68
747809,2009,tfo,9,3,,,,,25.67
747809,2010,tfo,10,1,,,,,57.63
747810,2009,tfo,9,1,187.47,,,,187.47
747811,2009,tfo,9,2,,,,,13.92
747811,2010,tfo,10,1,,,,,14.38
747811,2011,tfo,11,1,,,,,15.2
747813,2009,tfo,9,2,,,,,12.39
747813,2010,tfo,10,2,,,,,12.23
747814,2009,tfo,9,4,,,,,13.12
747814,2010,tfo,10,4,133.7,298.6,,,57.8
747814,2011,tfo,11,5,132.6,298.7,,,26.39
747814,2012,tfo,12,3,129.58,289.3,,,55.9
747817,2009,tfo,9,1,,,,,14.65
747817,2010,tfo,10,1,,,,,14.26
747817,2011,tfo,11,1,,,,,15.12
747825,2010,xc,11,5,,,,1900.7,1242
747826,2009,tfo,10,2,,,,,12.61
747828,2009,tfo,10,2,,,,,14.73
747830,2009,tfo,10,2,,,,,15.38
747830,2010,xc,11,5,,,,1427.5,1427.5
747830,2011,xc,12,8,,,,1423,1423
747832,2009,tfo,10,2,,,,,14.9
747832,2010,xc,11,5,,,,1473.8,1473.8
747832,2010,tfo,11,4,,,,,14.92
747832,2011,xc,12,5,,,,1459,1459
747832,2011,tfo,12,2,,,,,34.11
747836,2010,tfo,11,1,,,,,60.1
747837,2009,tfo,10,2,,,,,27.08
747837,2010,tfo,11,2,,,,,12.87
747838,2009,tfo,10,2,,,,,66.6
747839,2009,tfo,10,1,,,,,12.51
747839,2010,tfo,11,1,,,,,60
747840,2009,tfo,10,1,,,,,12.03
747842,2009,tfo,9,1,,,,,16.38
747843,2009,tfo,9,4,159.32,361.3,,,72.8
747846,2009,tfo,10,1,,,,,29.47
747847,2009,tfo,11,1,,,,,14.17
747847,2010,tfo,12,1,,,,,72.5
747848,2009,tfo,11,2,166.9,370.78,,,166.9
747848,2010,xc,12,3,,,,1446,859.3
747848,2010,tfo,12,1,156.8,,,,156.8
747850,2009,tfo,11,2,,,,,13.33
747850,2010,tfo,12,3,,,,,13.24
747852,2009,tfo,11,2,,,,,14.6
747857,2009,tfo,12,2,,,,,14.96
755135,2009,tfo,9,1,,,,,14.58
755135,2010,tfo,10,2,,,,,14.62
755135,2011,tfo,11,2,,,,,15.02
755141,2009,tfo,9,2,152.6,325.71,,,152.6
755141,2010,tfo,10,2,,,,,12.69
755146,2009,tfo,10,2,,,,,14.65
755151,2010,tfo,12,2,136.1,,,,56
755152,2009,tfo,11,2,,,,,16.68
755344,2009,tfo,12,1,,,,,12.96
755359,2009,tfo,12,1,,,,,12.06
755360,2009,tfo,12,2,,,,,14.96
760329,2009,tfo,9,1,,,,,14.94
760330,2009,tfo,9,3,,,,,30.77
760332,2009,tfo,9,1,,,,,12.58
760332,2010,tfo,10,1,,,,,12.33
760333,2009,tfo,9,2,,,,,13.54
760336,2009,tfo,11,3,142.3,,,,13.92
760337,2009,tfo,10,1,,,,,15.81
760338,2010,tfo,11,1,,,,,75.2
760338,2011,tfo,12,1,,,,,80.1
763404,2009,tfo,9,1,,,,,12.48
763404,2010,tfo,10,1,,,,,12.32
763407,2009,tfo,9,1,,,,,15.49
763407,2011,tfo,11,1,,,,,29.64
763408,2009,tfo,9,1,,,,,31.23
763410,2009,tfo,9,3,142.9,293.2,,,62.4
763410,2010,xc,10,6,,,,1085.5,696.6
763410,2010,tfo,10,1,140.04,,,,140.04
763410,2011,xc,11,8,,,,1072,1072
763410,2011,tfo,11,4,129.6,286.2,,,59.5
763410,2012,xc,12,5,,,,1044,707
763410,2012,tfo,12,3,128.32,266.96,,,58.8
763415,2009,tfo,10,1,,,,,13.66
790177,2009,tfo,10,1,,,,,12.4
790177,2011,tfo,12,2,,,,,12.08
790184,2009,tfo,9,2,,,,,12.51
790184,2010,tfo,10,1,,,,,25.2
790192,2009,tfo,9,2,,,,,12.93
790204,2009,tfo,9,2,,,,,25.66
790204,2010,tfo,10,2,,,,,12.41
790207,2009,tfo,9,3,,,,,13.08
790207,2010,tfo,10,1,,,,,57.2
790207,2011,tfo,11,1,,,,,60.1
790209,2009,tfo,9,3,,,,,12.72
790213,2009,tfo,9,2,,,,,12.1
790227,2009,tfo,9,1,,,,,15.01
790227,2010,tfo,10,1,,,,,14.8
794215,2009,tfo,10,2,141.68,307.45,,,141.68
794219,2009,tfo,9,1,,,,,14.93
794219,2010,tfo,10,2,,,,,14.57
797061,2009,tfo,10,3,149,316.6,,,62
797061,2010,xc,11,3,,,,1242,736.7
825099,2009,xc,11,6,,,977,1571,977
830317,2009,tfo,11,3,,,,,13.16
834630,2009,tfo,9,1,,,,,68.1
1407252,2010,xc,10,7,,,,1473.9,979.1
1407252,2011,xc,11,7,,,,1474,964.8
1407262,2010,xc,10,8,,,,1279,1279
1407265,2010,xc,12,3,,,,1887,1171.3
1407270,2010,xc,9,4,,,,1679.3,1065.1
1407274,2010,xc,9,8,,,,1351,903.1
1407274,2010,tfo,9,1,,,,,14.18
1407274,2011,xc,10,8,,,,1384,956
1407274,2011,tfo,10,1,,,,,31.68
1407274,2012,xc,11,3,,,,1587.6,1102
1407274,2013,xc,12,9,,,979,1492,979
1407275,2010,xc,9,8,,,,1789,1119.1
1407275,2010,tfo,9,3,191.1,405.7,,,86
1407275,2011,xc,10,7,,,,1879,1111.3
1407275,2011,tfo,10,3,206.3,430.44,,,88.9
1407275,2012,xc,11,8,,,,1598,1193
1407275,2013,xc,12,7,,,,1805,1278
1407276,2010,xc,9,7,,,,1350,946
1407276,2011,xc,10,7,,,,1250.6,1250.6
1407276,2012,xc,11,7,,,,1245,904
1407276,2013,xc,12,6,,,,1287,909
1407277,2010,xc,9,6,,,,1448,908.2
1407277,2010,tfo,9,2,,,,,14.02
1407277,2011,xc,10,3,,,,1491,1029
1407280,2010,xc,12,3,,,,1695,1002.2
1407281,2010,xc,9,7,,,,1414.5,896.2
1407282,2010,xc,9,7,,,,1719.3,1088.2
1407287,2010,xc,10,7,,,,1114.1,1114.1
1407287,2011,xc,11,8,,,,1140,1140
1407287,2012,xc,12,7,,,,1127.7,751
1407288,2011,xc,10,6,,,,1316,857.5
1407290,2010,xc,11,5,,,,1230.3,1230.3
1407292,2010,xc,11,6,,,,1208,1208
1407292,2010,tfo,11,1,144.8,,,,144.8
1407293,2010,xc,9,6,,,,1222.5,784.3
1407293,2010,tfo,9,1,,,,,26.32
1407297,2010,xc,12,6,,,,1023,1023
1407297,2010,tfo,12,4,,253.4,571.74,,57.1
1407301,2010,xc,10,6,,,,1267.2,1267.2
1407301,2011,xc,11,7,,,,1312,1312
1409684,2010,xc,9,8,,,,1108.8,1108.8
1409684,2010,tfo,9,4,148,289.82,658.64,,67
1409684,2011,xc,10,6,,,,1111,1111
1409684,2012,xc,11,8,,,,1147,768
1409684,2012,tfo,11,3,162.12,301.9,642.19,,162.12
1409685,2010,xc,12,2,,,,1294.8,1294.8
1415489,2010,xc,9,5,,,,1293,784.7
1415489,2010,tfo,9,3,138.6,287.7,,,59.5
1415489,2011,xc,10,7,,,,1172,1172
1435780,2010,xc,9,6,,,,1173,719.1
1435780,2011,xc,10,8,,,,1145,1145
1435786,2010,xc,12,7,,,,1129.5,1129.5
1435786,2010,tfo,12,4,141.3,281.7,640.9,,61
1441046,2010,xc,12,7,,,,1252.1,1252.1
1442067,2010,xc,12,4,,,,1645,1051.8
1498751,2010,xc,9,5,,,,1514.8,1514.8
1498751,2010,tfo,9,3,178.5,365.2,,,79
1498751,2011,xc,10,8,,,,1388,1388
1498751,2011,tfo,10,4,185.6,362.6,772.57,,78.9
1498751,2012,xc,11,9,,,,1368,956
1498751,2012,tfo,11,4,179.9,357.87,814.5,,85.6
1498751,2013,xc,12,6,,,,1414.3,1019
1651048,2009,tfo,9,2,,,,,14.71
1863882,2010,tfo,9,1,,,,,14.94
1863883,2010,tfo,9,1,,,,,14.79
1863892,2010,tfo,9,3,175.1,364.8,,,74.7
1863895,2010,tfo,9,1,,,,,13.42
1863895,2011,xc,10,8,,,,1287,881
1863896,2010,tfo,9,1,,,,,67.6
1863897,2010,tfo,9,1,,,,,14.77
1863898,2010,tfo,9,3,178.7,372,,,82.9
1863899,2010,tfo,9,2,,,,,12.91
1863899,2011,tfo,10,2,,,,,26.37
1863899,2012,tfo,11,2,,,,,53.8
1863899,2013,tfo,12,3,,,,,24.33
1863903,2010,tfo,9,1,,,,,29.05
1863903,2011,xc,10,8,,,,1352,866
1863903,2011,tfo,10,3,169.3,348.12,,,73.1
1863903,2012,tfo,11,4,163.6,338.86,796.75,,71
1863903,2013,xc,12,9,,,,1344,890
1863903,2013,tfo,12,3,159.1,316.3,,,71.9
1863905,2010,tfo,9,4,,,,,13.13
1863905,2011,tfo,10,4,,,,,13.23
1863905,2012,xc,11,6,,,,1357,900
1863905,2012,tfo,11,3,,,,,13.03
1863905,2013,tfo,12,2,,,,,14.17
1863906,2010,tfo,9,2,,,,,14.26
1863906,2011,tfo,10,1,,,,,30.07
1863910,2010,tfo,9,2,,,,,14.81
1863910,2011,tfo,10,2,,,,,14.87
1863910,2012,tfo,11,2,,,,,14.14
1863912,2010,tfo,9,1,140.6,,,,140.6
1863912,2011,xc,10,6,,,,1245,837
1863916,2010,tfo,9,1,,,,,13.67
1863918,2010,tfo,9,3,,,,,14.22
1863937,2010,tfo,10,2,,,,,13.02
1863937,2011,tfo,11,2,,,,,13.17
1863941,2010,tfo,10,2,,,,,12.9
1863996,2010,tfo,12,3,183.9,401.92,,,83.2
1864002,2010,tfo,12,2,,,,,14.19
1864050,2010,tfo,12,1,,,,,17.61
1864076,2010,tfo,11,3,162.4,341.06,,,65.5
1864084,2010,tfo,11,2,,,,,14.19
1864109,2010,tfo,11,5,123.88,269.8,,,12.04
1868779,2010,tfo,9,4,,,,,12.27
1868779,2011,tfo,10,4,,,,,12.23
1868779,2012,tfo,11,3,,,,,24.44
1868785,2010,tfo,9,4,136.1,316.13,,,58.4
1868837,2010,tfo,10,1,,,,,14.39
1868856,2010,tfo,10,2,,,,,26.52
1871743,2010,tfo,10,2,,,,,12.99
1871744,2010,tfo,10,1,,,,,16.55
1871745,2010,tfo,10,1,,,,,15.53
1875917,2010,tfo,10,4,,,,,11.73
1875917,2011,tfo,11,2,,,,,11.78
1877610,2010,tfo,9,3,,,,,12.16
1877610,2011,tfo,10,1,,,,,13.17
1877611,2010,tfo,9,2,,,,,11.79
1877611,2011,tfo,10,3,,,,,11.91
1877611,2012,tfo,11,2,,,,,11.96
1877612,2010,tfo,10,1,,,,,30.8
1885494,2010,tfo,11,2,,,,,14.91
1885494,2011,xc,12,7,,,,1462,963
1885764,2010,tfo,10,1,,,,,15.42
1885776,2010,tfo,10,2,,,,,12.83
1885785,2010,tfo,10,3,,,,,11.88
1885785,2012,xc,12,9,,,,1111,741
1894886,2010,tfo,10,1,,,,,14.8
1894919,2010,tfo,10,2,,,,,15.52
1895031,2010,tfo,10,1,,,,,13.85
1921392,2010,tfo,9,3,,,,,24.95
1921412,2010,tfo,9,2,,,,,64.25
1921412,2011,tfo,10,2,,,,,27.73
1979434,2010,tfo,9,2,,,,,13.32
1979434,2011,tfo,10,2,,,,,12.27
2522337,2011,xc,10,7,,,,1015,1015
2522337,2012,xc,11,9,,,,1013,684
2522337,2013,xc,12,10,,,,1020,703
2522337,2013,tfo,12,3,124.04,,,,54
2522339,2011,xc,11,8,,,,1368,1368
2522339,2012,xc,12,9,,,,1329,937
2522341,2011,xc,12,8,,,,1422,1002
2522342,2011,xc,9,7,,,,1378,898
2522343,2011,xc,9,5,,,,1299,1299
2522343,2012,xc,10,8,,,,1264,872
2522343,2013,xc,11,6,,,,1365,936
2522343,2014,xc,12,9,,,,1281.3,995
2522345,2011,xc,9,9,,,,1245,853
2522345,2012,xc,10,9,,,,1301,927
2522345,2013,xc,11,8,,,,1339,902
2522345,2014,xc,12,10,,,,1315,883
2522354,2011,xc,10,7,,,,1296,877
2522354,2012,xc,11,9,,,,1269,860
2522354,2013,xc,12,7,,,,1279,923
2522360,2011,xc,9,8,,,,1185,802
2522360,2012,xc,10,9,,,,1146,790
2522360,2013,xc,11,3,,,,1267,800
2522360,2014,xc,12,7,,,,1189.6,786
2522366,2011,xc,10,8,,,,1070,1070
2522366,2012,xc,11,9,,,,1082.4,736
2522366,2013,xc,12,8,,,,1120,745
2522368,2011,xc,10,8,,,,1289,1289
2522368,2012,tfo,11,4,163.4,347.09,,,70.64
2522370,2011,xc,10,8,,,,1141,778
2522370,2012,xc,11,8,,,,1152,803
2522370,2013,xc,12,1,,,,,827
2522371,2011,xc,9,8,,,,1122,1122
2522371,2011,tfo,9,4,141.43,295.37,,,58.7
2522371,2012,xc,10,10,,,,1087,755
2522371,2012,tfo,10,3,,286.5,639.39,,61.3
2522371,2013,xc,11,8,,,,1104.5,735
2522371,2013,tfo,11,3,140.4,282.4,,,59
2522371,2014,xc,12,9,,,,1089.7,772
2522371,2014,tfo,12,3,135.84,269.36,,,59
2522373,2011,xc,10,6,,,,1384,914
2522373,2011,tfo,10,3,,354.7,739.81,,78.9
2522373,2012,xc,11,1,,,,,875
2522373,2012,tfo,11,3,,326.96,695.4,,76.6
2522373,2013,xc,12,9,,,,1234,813
2522373,2013,tfo,12,3,,320.11,673.16,,79.5
2522377,2011,xc,11,2,,,,1374,1374
2522385,2011,xc,9,8,,,,1401,927.1
2522385,2011,tfo,9,2,164.52,344.6,,,164.52
2522385,2012,xc,10,8,,,,1320,899
2522385,2012,tfo,10,4,166.83,324.59,804.46,,69
2522385,2013,xc,11,8,,,,1290,906
2522385,2014,xc,12,10,,,,1311.9,877
2526649,2011,xc,10,8,,,,1332,971
2526649,2011,tfo,10,4,178.7,375.6,801.8,,82.2
2526649,2012,xc,11,9,,,,1364,946
2526649,2013,xc,12,7,,,957,1451,957
2526650,2011,xc,9,8,,,,1050,1050
2526650,2012,xc,10,10,,,,1027,698
2526650,2013,xc,11,10,,,,1014,677
2526650,2014,xc,12,10,,,,1028,690
2532456,2011,xc,10,7,,,,1093,841
2558604,2011,xc,10,4,,,,1307.3,909
2563998,2011,xc,11,3,,,,2073,1426.3
2593014,2011,xc,11,7,,,,1119,1119
2593014,2011,tfo,11,5,146.3,277.98,614.8,,59.9
2593014,2012,xc,12,6,,,,1108,773
2593014,2012,tfo,12,2,,307.7,655.9,,307.7
2607976,2011,xc,11,4,,,,1253,802.6
2928532,2011,tfo,9,2,,,,,27.41
2928532,2013,tfo,11,1,,,,,12.72
2928535,2011,tfo,9,1,,,,,12.38
2928548,2011,tfo,9,1,,,,,15.24
2928551,2011,tfo,9,2,,,,,11.87
2928551,2012,tfo,10,2,,,,,12.2
2928553,2011,tfo,9,2,,,,,11.91
2928553,2012,tfo,10,2,,,,,11.77
2928553,2013,tfo,11,2,,,,,11.09
2928553,2014,tfo,12,2,,,,,11.01
2928557,2011,tfo,9,2,,,,,12.55
2928557,2012,tfo,10,1,,,,,28.44
2928560,2011,tfo,9,4,185.43,364.43,878,,88.8
2928583,2011,tfo,9,1,,,,,60.2
2928583,2012,tfo,10,1,,,,,59
2928587,2011,tfo,9,2,,,,,15.43
2928587,2013,tfo,11,1,,,,,14.55
2928587,2014,tfo,12,1,,,,,14.32
2928594,2011,tfo,9,2,,,,,25.42
2928597,2012,tfo,10,1,,,,,15.77
2928597,2013,tfo,11,1,,,,,15.15
2928597,2014,tfo,12,1,,,,,15.87
2928601,2011,tfo,9,4,,,,,13.51
2928601,2012,tfo,10,2,,,,,60.9
2928601,2013,tfo,11,3,,,,,13.07
2928601,2014,tfo,12,1,,,,,61.7
2928605,2011,tfo,9,1,,,,,12.51
2928609,2014,tfo,12,1,,,,,59.2
2928614,2011,tfo,9,1,,,,,15.26
2928624,2011,tfo,9,1,,,,,67.9
2928624,2012,tfo,10,1,,,,,67.7
2928624,2013,tfo,11,1,,,,,64.5
2928624,2014,tfo,12,1,,,,,84.1
